Country,Happiness Score,GDP per Capita,Social Support,Social Support.1,Healthy Life Expectancy,Healthy Life Expectancy.1,Freedom to Make Life Choices,Freedom to Make Life Choices.1,Generosity,Generosity.1,Perceptions of Corruption,Perceptions of Corruption.1,Year,Continent
Peru,4.811,8.989,0.875,,65.34,,0.668,,-0.071,,0.895,,2021,America
Peru,5.214,9.063,0.756,,65.58,,0.638,,-0.078,,0.931,,2021,America
Peru,5.129,9.142,0.777,,65.82,,0.638,,-0.067,,0.896,,2021,America
Peru,5.519,9.145,0.799,,66.06,,0.638,,-0.079,,0.88,,2021,America
Peru,5.613,9.217,0.812,,66.3,,0.757,,-0.06,,0.881,,2021,America
Peru,5.892,9.27,0.756,,66.48,,0.773,,-0.123,,0.824,,2021,America
Peru,5.825,9.322,0.764,,66.66,,0.703,,-0.079,,0.867,,2021,America
Peru,5.783,9.369,0.797,,66.84,,0.703,,-0.066,,0.87,,2021,America
Peru,5.866,9.382,0.819,,67.02,,0.722,,-0.136,,0.878,,2021,America
Peru,5.577,9.402,0.798,,67.2,,0.802,,-0.09,,0.884,,2021,America
Peru,5.701,9.426,0.803,,67.5,,0.83,,-0.134,,0.866,,2021,America
Peru,5.711,9.434,0.83,,67.8,,0.827,,-0.154,,0.895,,2021,America
Peru,5.68,9.456,0.845,,68.1,,0.83,,-0.178,,0.906,,2021,America
Peru,5.999,9.461,0.809,,68.4,,0.815,,-0.13,,0.874,,2021,America
Philippines,4.67,8.562,0.795,,59.8,,0.828,,0.063,,0.841,,2021,Asia
Philippines,5.074,8.608,0.801,,60.0,,0.852,,-0.022,,0.88,,2021,Asia
Philippines,4.589,8.634,0.798,,60.2,,0.861,,0.083,,0.817,,2021,Asia
Philippines,4.88,8.632,0.775,,60.4,,0.874,,0.004,,0.805,,2021,Asia
Philippines,4.942,8.686,0.805,,60.6,,0.893,,0.033,,0.812,,2021,Asia
Philippines,4.994,8.707,0.789,,60.8,,0.883,,0.073,,0.783,,2021,Asia
Philippines,5.002,8.756,0.813,,61.0,,0.914,,0.053,,0.771,,2021,Asia
Philippines,4.977,8.805,0.846,,61.2,,0.907,,0.021,,0.756,,2021,Asia
Philippines,5.313,8.85,0.813,,61.4,,0.902,,-0.015,,0.787,,2021,Asia
Philippines,5.547,8.896,0.854,,61.6,,0.912,,-0.051,,0.755,,2021,Asia
Philippines,5.431,8.95,0.821,,61.7,,0.908,,-0.071,,0.792,,2021,Asia
Philippines,5.594,9.002,0.851,,61.8,,0.926,,-0.141,,0.711,,2021,Asia
Philippines,5.869,9.05,0.846,,61.9,,0.918,,-0.108,,0.726,,2021,Asia
Philippines,6.268,9.095,0.845,,62.0,,0.91,,-0.083,,0.748,,2021,Asia
Philippines,5.08,9.061,0.781,,62.1,,0.932,,-0.116,,0.744,,2021,Asia
Poland,5.886,9.978,0.913,,66.7,,0.772,,-0.047,,0.925,,2021,Europe
Poland,5.772,10.047,0.917,,67.1,,0.821,,0.073,,0.898,,2021,Europe
Poland,5.887,10.085,0.955,,67.3,,0.795,,0.002,,0.905,,2021,Europe
Poland,5.646,10.133,0.905,,67.46,,0.868,,-0.067,,0.908,,2021,Europe
Poland,5.876,10.149,0.936,,67.62,,0.811,,-0.027,,0.888,,2021,Europe
Poland,5.746,10.164,0.912,,67.78,,0.776,,-0.137,,0.916,,2021,Europe
Poland,5.75,10.197,0.924,,67.94,,0.875,,-0.064,,0.898,,2021,Europe
Poland,6.007,10.235,0.893,,68.1,,0.793,,-0.093,,0.81,,2021,Europe
Poland,6.162,10.266,0.917,,68.5,,0.871,,-0.091,,0.848,,2021,Europe
Poland,6.201,10.314,0.882,,68.9,,0.831,,-0.122,,0.639,,2021,Europe
Poland,6.111,10.366,0.863,,69.3,,0.87,,-0.254,,0.72,,2021,Europe
Poland,6.242,10.407,0.878,,69.7,,0.883,,-0.231,,0.696,,2021,Europe
Poland,6.139,10.371,0.953,,70.1,,0.767,,-0.007,,0.787,,2021,Europe
Portugal,5.405,10.36,0.905,,69.84,,0.882,,-0.179,,0.88,,2021,Europe
Portugal,5.717,10.384,0.886,,70.32,,0.646,,-0.217,,0.933,,2021,Europe
Portugal,5.095,10.368,0.864,,70.8,,0.721,,-0.106,,0.948,,2021,Europe
Portugal,5.22,10.353,0.856,,71.0,,0.875,,-0.173,,0.962,,2021,Europe
Portugal,4.994,10.315,0.866,,71.2,,0.774,,-0.097,,0.959,,2021,Europe
Portugal,5.158,10.312,0.867,,71.4,,0.788,,-0.118,,0.946,,2021,Europe
Portugal,5.127,10.325,0.862,,71.6,,0.847,,-0.126,,0.941,,2021,Europe
Portugal,5.081,10.347,0.866,,71.8,,0.8,,-0.163,,0.941,,2021,Europe
Portugal,5.447,10.37,0.905,,72.0,,0.838,,-0.225,,0.922,,2021,Europe
Portugal,5.711,10.407,0.9,,72.2,,0.905,,-0.176,,0.881,,2021,Europe
Portugal,5.92,10.434,0.887,,72.4,,0.877,,-0.261,,0.88,,2021,Europe
Portugal,6.095,10.457,0.876,,72.6,,0.882,,-0.234,,0.915,,2021,Europe
Portugal,5.768,10.371,0.875,,72.8,,0.913,,-0.238,,0.867,,2021,Europe
Qatar,6.418,11.456,0.894,,66.58,,0.865,,0.235,,0.184,,2021,Asia
Romania,5.394,9.892,0.736,,64.48,,0.686,,-0.188,,0.949,,2021,Europe
Romania,5.368,9.949,0.812,,64.96,,0.606,,-0.196,,0.967,,2021,Europe
Romania,4.909,9.915,0.689,,65.2,,0.566,,-0.085,,0.974,,2021,Europe
Romania,5.023,9.94,0.753,,65.42,,0.65,,-0.14,,0.964,,2021,Europe
Romania,5.167,9.965,0.74,,65.64,,0.645,,-0.112,,0.959,,2021,Europe
Romania,5.082,10.004,0.778,,65.86,,0.655,,-0.129,,0.952,,2021,Europe
Romania,5.727,10.041,0.753,,66.08,,0.754,,-0.1,,0.958,,2021,Europe
Romania,5.777,10.083,0.787,,66.3,,0.796,,-0.141,,0.962,,2021,Europe
Romania,5.969,10.136,0.809,,66.6,,0.822,,-0.115,,0.949,,2021,Europe
Romania,6.09,10.211,0.811,,66.9,,0.839,,-0.16,,0.926,,2021,Europe
Romania,6.151,10.26,0.818,,67.2,,0.845,,-0.217,,0.921,,2021,Europe
Romania,6.13,10.306,0.842,,67.5,,0.848,,-0.221,,0.954,,2021,Europe
Russia,4.964,9.991,0.895,,58.68,,0.643,,-0.307,,0.935,,2021,Europe
Russia,5.223,10.074,0.885,,59.26,,0.593,,-0.284,,0.933,,2021,Europe
Russia,5.619,10.125,0.882,,59.84,,0.643,,-0.305,,0.924,,2021,Europe
Russia,5.158,10.044,0.908,,60.42,,0.617,,-0.283,,0.954,,2021,Europe
Russia,5.385,10.087,0.909,,61.0,,0.613,,-0.296,,0.937,,2021,Europe
Russia,5.389,10.129,0.883,,61.42,,0.626,,-0.279,,0.935,,2021,Europe
Russia,5.621,10.166,0.901,,61.84,,0.609,,-0.293,,0.938,,2021,Europe
Russia,5.537,10.182,0.881,,62.26,,0.661,,-0.289,,0.934,,2021,Europe
Russia,6.037,10.171,0.932,,62.68,,0.744,,-0.265,,0.869,,2021,Europe
Russia,5.996,10.149,0.924,,63.1,,0.685,,-0.171,,0.913,,2021,Europe
Russia,5.855,10.149,0.911,,63.5,,0.714,,-0.181,,0.925,,2021,Europe
Russia,5.579,10.166,0.896,,63.9,,0.731,,-0.145,,0.862,,2021,Europe
Russia,5.514,10.191,0.909,,64.3,,0.729,,-0.147,,0.865,,2021,Europe
Russia,5.441,10.205,0.91,,64.7,,0.715,,-0.116,,0.848,,2021,Europe
Russia,5.495,10.162,0.887,,65.1,,0.714,,-0.071,,0.823,,2021,Europe
Rwanda,4.363,7.239,0.486,,53.04,,0.752,,0.017,,0.286,,2021,Africa
Rwanda,4.03,7.273,0.559,,54.62,,0.766,,-0.001,,0.41,,2021,Africa
Rwanda,4.097,7.369,0.57,,56.82,,0.829,,-0.039,,0.161,,2021,Africa
Rwanda,3.333,7.428,0.637,,57.44,,0.835,,-0.012,,0.081,,2021,Africa
Rwanda,3.466,7.449,0.75,,58.06,,0.904,,-0.028,,0.117,,2021,Africa
Rwanda,3.596,7.484,0.748,,58.68,,0.894,,-0.023,,0.078,,2021,Africa
Rwanda,3.483,7.544,0.678,,59.3,,0.908,,0.025,,0.095,,2021,Africa
Rwanda,3.333,7.576,0.665,,59.9,,0.911,,0.025,,0.159,,2021,Africa
Rwanda,3.108,7.588,0.517,,60.5,,0.908,,0.051,,0.214,,2021,Africa
Rwanda,3.561,7.644,0.616,,61.1,,0.924,,0.057,,0.164,,2021,Africa
Rwanda,3.268,7.708,0.489,,61.7,,0.869,,0.064,,0.168,,2021,Africa
Saudi Arabia,6.811,10.722,0.823,,64.04,,0.532,,-0.022,,0.508,,2021,Asia
Saudi Arabia,6.148,10.673,0.921,,64.22,,0.639,,-0.11,,0.445,,2021,Asia
Senegal,4.417,7.881,0.76,,53.38,,0.736,,-0.051,,0.805,,2021,Africa
Senegal,4.68,7.903,0.718,,54.06,,0.698,,-0.002,,0.827,,2021,Africa
Senegal,4.683,7.916,0.756,,54.74,,0.612,,-0.03,,0.879,,2021,Africa
Senegal,4.335,7.909,0.81,,55.42,,0.557,,-0.036,,0.918,,2021,Africa
Senegal,4.372,7.917,0.76,,56.1,,0.777,,-0.077,,0.851,,2021,Africa
Senegal,3.834,7.904,0.602,,56.56,,0.641,,-0.16,,0.87,,2021,Africa
Senegal,3.669,7.926,0.711,,57.02,,0.668,,-0.036,,0.852,,2021,Africa
Senegal,3.647,7.926,0.823,,57.48,,0.636,,-0.052,,0.837,,2021,Africa
Senegal,4.395,7.961,0.856,,57.94,,0.692,,-0.045,,0.7,,2021,Africa
Senegal,4.617,7.995,0.702,,58.4,,0.72,,-0.111,,0.765,,2021,Africa
Senegal,4.595,8.029,0.839,,58.8,,0.744,,-0.086,,0.794,,2021,Africa
Senegal,4.683,8.072,0.744,,59.2,,0.687,,-0.044,,0.825,,2021,Africa
Senegal,4.769,8.106,0.739,,59.6,,0.629,,-0.074,,0.805,,2021,Africa
Senegal,5.489,8.13,0.688,,60.0,,0.759,,-0.019,,0.796,,2021,Africa
Serbia,4.75,9.532,0.844,,65.6,,0.453,,-0.165,,0.905,,2021,Europe
Serbia,4.38,9.568,0.77,,66.0,,0.373,,-0.178,,0.961,,2021,Europe
Serbia,4.461,9.579,0.726,,66.2,,0.463,,-0.17,,0.965,,2021,Europe
Serbia,4.815,9.607,0.773,,66.36,,0.44,,-0.185,,0.977,,2021,Europe
Serbia,5.155,9.605,0.819,,66.52,,0.461,,-0.13,,0.952,,2021,Europe
Serbia,5.102,9.638,0.828,,66.68,,0.533,,-0.1,,0.908,,2021,Europe
Serbia,5.113,9.627,0.783,,66.84,,0.532,,0.072,,0.912,,2021,Europe
Serbia,5.318,9.649,0.816,,67.0,,0.546,,-0.062,,0.859,,2021,Europe
Serbia,5.753,9.688,0.895,,67.4,,0.614,,-0.068,,0.89,,2021,Europe
Serbia,5.122,9.713,0.884,,67.8,,0.685,,-0.077,,0.851,,2021,Europe
Serbia,5.936,9.762,0.853,,68.2,,0.74,,-0.1,,0.864,,2021,Europe
Serbia,6.241,9.808,0.903,,68.6,,0.753,,-0.04,,0.813,,2021,Europe
Serbia,6.042,9.788,0.852,,69.0,,0.843,,0.149,,0.824,,2021,Europe
Sierra Leone,3.628,7.136,0.561,,40.3,,0.679,,0.101,,0.836,,2021,Africa
Sierra Leone,3.585,7.187,0.686,,41.2,,0.72,,0.248,,0.83,,2021,Africa
Sierra Leone,2.997,7.215,0.591,,42.1,,0.716,,0.148,,0.925,,2021,Africa
Sierra Leone,4.134,7.254,0.812,,43.9,,0.726,,0.012,,0.91,,2021,Africa
Sierra Leone,4.502,7.292,0.782,,44.32,,0.77,,0.005,,0.855,,2021,Africa
Sierra Leone,4.514,7.577,0.708,,45.16,,0.72,,-0.071,,0.856,,2021,Africa
Sierra Leone,4.5,7.6,0.869,,45.58,,0.681,,0.034,,0.786,,2021,Africa
Sierra Leone,4.909,7.347,0.611,,46.0,,0.624,,0.05,,0.825,,2021,Africa
Sierra Leone,4.733,7.384,0.657,,47.6,,0.681,,0.106,,0.863,,2021,Africa
Sierra Leone,4.09,7.404,0.652,,49.2,,0.711,,0.079,,0.848,,2021,Africa
Sierra Leone,4.306,7.417,0.65,,50.8,,0.716,,0.095,,0.856,,2021,Africa
Sierra Leone,3.447,7.449,0.611,,52.4,,0.718,,0.074,,0.874,,2021,Africa
Singapore,6.834,11.212,0.921,,73.9,,0.867,,0.293,,0.064,,2021,Asia
Singapore,6.642,11.178,0.845,,74.2,,0.661,,0.046,,0.066,,2021,Asia
Singapore,6.145,11.149,0.866,,74.5,,0.776,,-0.075,,0.035,,2021,Asia
Singapore,6.531,11.267,0.864,,74.8,,0.846,,-0.018,,0.06,,2021,Asia
Singapore,6.561,11.307,0.904,,75.02,,0.822,,-0.149,,0.099,,2021,Asia
Singapore,6.533,11.357,0.808,,75.46,,0.827,,0.115,,0.242,,2021,Asia
Singapore,7.062,11.383,0.822,,75.68,,0.835,,0.154,,0.133,,2021,Asia
Singapore,6.62,11.4,0.866,,75.9,,0.887,,0.15,,0.099,,2021,Asia
Singapore,6.033,11.419,0.925,,76.2,,0.904,,0.143,,0.047,,2021,Asia
Singapore,6.378,11.461,0.897,,76.5,,0.926,,0.136,,0.162,,2021,Asia
Singapore,6.375,11.49,0.903,,76.8,,0.916,,-0.066,,0.097,,2021,Asia
Singapore,6.378,11.486,0.925,,77.1,,0.938,,0.027,,0.07,,2021,Asia
Slovakia,5.265,10.015,0.954,,66.0,,0.542,,-0.05,,0.946,,2021,Europe
Slovakia,6.052,10.169,0.92,,66.8,,0.636,,-0.101,,0.907,,2021,Europe
Slovakia,5.945,10.196,0.917,,67.04,,0.727,,0.01,,0.907,,2021,Europe
Slovakia,5.911,10.213,0.926,,67.28,,0.62,,-0.028,,0.907,,2021,Europe
Slovakia,5.937,10.218,0.909,,67.52,,0.598,,-0.051,,0.915,,2021,Europe
Slovakia,6.139,10.244,0.924,,67.76,,0.635,,-0.126,,0.914,,2021,Europe
Slovakia,6.162,10.291,0.943,,68.0,,0.587,,-0.128,,0.928,,2021,Europe
Slovakia,5.993,10.31,0.945,,68.3,,0.7,,-0.061,,0.917,,2021,Europe
Slovakia,6.366,10.339,0.913,,68.6,,0.714,,-0.055,,0.92,,2021,Europe
Slovakia,6.235,10.376,0.922,,68.9,,0.758,,-0.167,,0.91,,2021,Europe
Slovakia,6.243,10.398,0.933,,69.2,,0.771,,-0.129,,0.926,,2021,Europe
Slovakia,6.519,10.332,0.954,,69.5,,0.762,,-0.075,,0.901,,2021,Europe
Slovenia,5.811,10.403,0.936,,68.0,,0.936,,0.043,,0.708,,2021,Europe
Slovenia,5.83,10.41,0.919,,68.9,,0.896,,-0.019,,0.804,,2021,Europe
Slovenia,6.083,10.419,0.917,,69.2,,0.896,,0.029,,0.845,,2021,Europe
Slovenia,6.036,10.426,0.931,,69.4,,0.907,,-0.025,,0.893,,2021,Europe
Slovenia,6.063,10.397,0.925,,69.6,,0.904,,-0.02,,0.891,,2021,Europe
Slovenia,5.975,10.385,0.932,,69.8,,0.89,,0.036,,0.918,,2021,Europe
Slovenia,5.678,10.412,0.908,,70.0,,0.888,,0.052,,0.909,,2021,Europe
Slovenia,5.741,10.433,0.901,,70.2,,0.896,,0.008,,0.892,,2021,Europe
Slovenia,5.937,10.463,0.934,,70.5,,0.904,,-0.055,,0.838,,2021,Europe
Slovenia,6.167,10.509,0.928,,70.8,,0.921,,-0.025,,0.829,,2021,Europe
Slovenia,6.249,10.546,0.941,,71.1,,0.942,,-0.119,,0.839,,2021,Europe
Slovenia,6.665,10.563,0.949,,71.4,,0.945,,-0.102,,0.785,,2021,Europe
Slovenia,6.462,10.478,0.953,,71.7,,0.958,,-0.081,,0.797,,2021,Europe
South Africa,5.204,9.426,0.788,,48.64,,0.69,,-0.158,,0.859,,2021,Africa
South Africa,5.346,9.444,0.81,,49.26,,0.749,,-0.095,,0.866,,2021,Africa
South Africa,5.218,9.414,0.877,,49.88,,0.739,,-0.154,,0.904,,2021,Africa
South Africa,4.652,9.43,0.917,,50.5,,0.739,,-0.202,,0.791,,2021,Africa
South Africa,4.931,9.447,0.858,,51.46,,0.835,,-0.154,,0.819,,2021,Africa
South Africa,5.134,9.453,0.907,,52.42,,0.59,,-0.163,,0.838,,2021,Africa
South Africa,3.661,9.461,0.839,,53.38,,0.714,,-0.077,,0.8,,2021,Africa
South Africa,4.828,9.464,0.881,,54.34,,0.794,,-0.117,,0.82,,2021,Africa
South Africa,4.887,9.46,0.898,,55.3,,0.862,,-0.127,,0.853,,2021,Africa
South Africa,4.77,9.45,0.875,,55.7,,0.774,,-0.07,,0.813,,2021,Africa
South Africa,4.514,9.45,0.87,,56.1,,0.787,,-0.129,,0.865,,2021,Africa
South Africa,4.884,9.444,0.841,,56.5,,0.753,,-0.05,,0.841,,2021,Africa
South Africa,5.035,9.432,0.848,,56.9,,0.738,,-0.134,,0.82,,2021,Africa
South Africa,4.947,9.332,0.891,,57.3,,0.757,,-0.015,,0.912,,2021,Africa
South Korea,5.332,10.31,0.775,,70.2,,0.715,,-0.052,,0.799,,2021,Asia
South Korea,5.767,10.361,0.827,,70.5,,0.656,,-0.059,,0.803,,2021,Asia
South Korea,5.39,10.383,0.754,,70.8,,0.524,,-0.102,,0.771,,2021,Asia
South Korea,5.648,10.386,0.811,,71.1,,0.6,,-0.096,,0.787,,2021,Asia
South Korea,6.116,10.447,0.816,,71.4,,0.677,,-0.033,,0.752,,2021,Asia
South Korea,6.947,10.475,0.809,,71.66,,0.682,,-0.048,,0.827,,2021,Asia
South Korea,5.959,10.52,0.797,,72.18,,0.642,,-0.05,,0.832,,2021,Asia
South Korea,5.801,10.546,0.738,,72.44,,0.623,,-0.043,,0.834,,2021,Asia
South Korea,5.78,10.568,0.768,,72.7,,0.616,,-0.036,,0.841,,2021,Asia
South Korea,5.971,10.593,0.811,,73.0,,0.591,,0.026,,0.862,,2021,Asia
South Korea,5.874,10.621,0.807,,73.3,,0.538,,0.014,,0.851,,2021,Asia
South Korea,5.84,10.643,0.798,,73.6,,0.6,,-0.089,,0.797,,2021,Asia
South Korea,5.903,10.661,0.783,,73.9,,0.706,,-0.055,,0.718,,2021,Asia
South Korea,5.793,10.648,0.808,,74.2,,0.711,,-0.106,,0.665,,2021,Asia
Spain,6.995,10.587,0.957,,72.06,,0.782,,-0.093,,0.784,,2021,Europe
Spain,7.294,10.579,0.948,,72.34,,0.834,,-0.15,,0.683,,2021,Europe
Spain,6.199,10.532,0.929,,72.62,,0.749,,-0.127,,0.798,,2021,Europe
Spain,6.188,10.529,0.95,,72.9,,0.796,,-0.138,,0.84,,2021,Europe
Spain,6.518,10.518,0.944,,73.02,,0.819,,-0.122,,0.846,,2021,Europe
Spain,6.291,10.487,0.937,,73.14,,0.755,,-0.059,,0.844,,2021,Europe
Spain,6.15,10.476,0.929,,73.26,,0.759,,-0.101,,0.916,,2021,Europe
Spain,6.456,10.492,0.948,,73.38,,0.738,,-0.028,,0.854,,2021,Europe
Spain,6.381,10.531,0.956,,73.5,,0.732,,-0.072,,0.822,,2021,Europe
Spain,6.319,10.56,0.942,,73.8,,0.768,,-0.048,,0.819,,2021,Europe
Spain,6.23,10.586,0.903,,74.1,,0.756,,-0.032,,0.791,,2021,Europe
Spain,6.513,10.605,0.91,,74.4,,0.722,,-0.075,,0.777,,2021,Europe
Spain,6.457,10.618,0.949,,74.7,,0.778,,-0.049,,0.73,,2021,Europe
Spain,6.502,10.488,0.935,,75.0,,0.783,,-0.121,,0.73,,2021,Europe
Sri Lanka,4.345,8.912,0.864,,65.78,,0.724,,0.062,,0.838,,2021,Asia
Sri Lanka,4.415,8.97,0.838,,65.86,,0.736,,0.11,,0.847,,2021,Asia
Sri Lanka,4.431,9.021,0.816,,65.94,,0.834,,0.163,,0.861,,2021,Asia
Sri Lanka,4.212,9.049,0.83,,66.02,,0.799,,0.306,,0.69,,2021,Asia
Sri Lanka,3.977,9.119,0.814,,66.1,,0.738,,0.259,,0.769,,2021,Asia
Sri Lanka,4.181,9.193,0.842,,66.2,,0.823,,0.145,,0.76,,2021,Asia
Sri Lanka,4.225,9.279,0.824,,66.3,,0.8,,0.161,,0.823,,2021,Asia
Sri Lanka,4.365,9.305,0.809,,66.4,,0.834,,0.268,,0.842,,2021,Asia
Sri Lanka,4.268,9.344,0.805,,66.5,,0.868,,0.299,,0.791,,2021,Asia
Sri Lanka,4.612,9.383,0.863,,66.6,,0.902,,0.319,,0.859,,2021,Asia
Sri Lanka,4.331,9.44,0.823,,67.0,,0.827,,0.094,,0.844,,2021,Asia
Sri Lanka,4.435,9.462,0.833,,67.2,,0.859,,0.106,,0.856,,2021,Asia
Sri Lanka,4.213,9.479,0.815,,67.4,,0.824,,0.051,,0.863,,2021,Asia
Sudan,4.455,8.106,0.911,,53.7,,0.71,,0.077,,0.701,,2021,Africa
Sudan,4.435,8.076,0.855,,54.0,,0.648,,-0.04,,0.737,,2021,Africa
Sudan,4.314,8.204,0.818,,54.28,,0.583,,-0.024,,0.663,,2021,Africa
Sudan,4.55,8.296,0.813,,54.56,,0.412,,-0.056,,0.734,,2021,Africa
Sudan,4.139,8.317,0.811,,55.12,,0.39,,-0.063,,0.794,,2021,Africa
Suriname,6.269,9.797,0.797,,62.24,,0.885,,-0.077,,0.751,,2021,America
Swaziland,4.867,8.94,0.837,,40.808,,0.607,,-0.067,,0.917,,2021,Africa
Swaziland,4.212,9.06,0.779,,50.353,,0.71,,-0.178,,0.692,,2021,Africa
Swaziland,4.396,9.07,0.759,,51.27,,0.597,,-0.191,,0.724,,2021,Africa
Sweden,7.241,10.806,0.917,,71.48,,0.91,,0.146,,0.289,,2021,Europe
Sweden,7.516,10.793,0.923,,71.62,,0.912,,0.125,,0.314,,2021,Europe
Sweden,7.266,10.74,0.903,,71.76,,0.864,,0.221,,0.292,,2021,Europe
Sweden,7.496,10.79,0.97,,71.9,,0.905,,0.141,,0.253,,2021,Europe
Sweden,7.382,10.814,0.921,,71.98,,0.941,,0.161,,0.269,,2021,Europe
Sweden,7.56,10.8,0.929,,72.06,,0.944,,0.132,,0.254,,2021,Europe
Sweden,7.434,10.804,0.916,,72.14,,0.936,,0.159,,0.324,,2021,Europe
Sweden,7.239,10.82,0.933,,72.22,,0.945,,0.202,,0.25,,2021,Europe
Sweden,7.289,10.853,0.929,,72.3,,0.935,,0.211,,0.232,,2021,Europe
Sweden,7.369,10.861,0.912,,72.4,,0.918,,0.146,,0.246,,2021,Europe
Sweden,7.287,10.873,0.914,,72.5,,0.935,,0.17,,0.239,,2021,Europe
Sweden,7.375,10.881,0.931,,72.6,,0.942,,0.077,,0.263,,2021,Europe
Sweden,7.398,10.882,0.934,,72.7,,0.942,,0.091,,0.25,,2021,Europe
Sweden,7.314,10.838,0.936,,72.8,,0.951,,0.091,,0.203,,2021,Europe
Switzerland,7.473,11.05,0.951,,71.54,,0.919,,0.29,,0.408,,2021,Europe
Switzerland,7.525,11.055,0.938,,72.26,,0.891,,0.125,,0.342,,2021,Europe
Switzerland,7.776,11.079,0.947,,72.78,,0.945,,0.139,,0.323,,2021,Europe
Switzerland,7.493,11.098,0.959,,73.06,,0.949,,0.06,,0.283,,2021,Europe
Switzerland,7.572,11.1,0.938,,73.2,,0.928,,0.109,,0.21,,2021,Europe
Switzerland,7.459,11.106,0.928,,73.5,,0.934,,0.088,,0.302,,2021,Europe
Switzerland,7.474,11.115,0.95,,73.8,,0.925,,0.18,,0.316,,2021,Europe
Switzerland,7.509,11.134,0.93,,74.1,,0.926,,0.101,,0.301,,2021,Europe
Switzerland,7.694,11.136,0.949,,74.4,,0.913,,0.036,,0.294,,2021,Europe
Switzerland,7.508,11.081,0.946,,74.7,,0.917,,-0.064,,0.28,,2021,Europe
Syria,5.323,8.652,0.712,,63.9,,0.661,,0.122,,0.68,,2021,Asia
Syria,4.979,8.654,0.842,,64.0,,0.748,,0.082,,0.688,,2021,Asia
Syria,4.465,8.729,0.934,,64.1,,0.647,,0.008,,0.743,,2021,Asia
Syria,4.038,8.727,0.576,,62.32,,0.53,,0.131,,0.741,,2021,Asia
Syria,3.164,8.563,0.588,,60.54,,0.467,,0.316,,0.673,,2021,Asia
Syria,2.688,8.396,0.585,,58.76,,0.455,,0.225,,0.663,,2021,Asia
Syria,3.462,8.442,0.464,,55.2,,0.448,,0.045,,0.685,,2021,Asia
Taiwan Province of China,6.189,10.613,0.882,,68.68,,0.63,,-0.03,,0.846,,2021,Asia
Taiwan Province of China,5.548,10.606,0.83,,69.14,,0.642,,-0.017,,0.785,,2021,Asia
Taiwan Province of China,6.229,10.691,0.831,,69.6,,0.677,,0.005,,0.821,,2021,Asia
Tajikistan,4.613,7.554,0.724,,60.64,,0.702,,-0.088,,0.768,,2021,Asia
Tajikistan,4.432,7.609,0.727,,61.08,,0.818,,0.0,,0.659,,2021,Asia
Tajikistan,5.064,7.665,0.701,,61.52,,0.816,,0.018,,0.723,,2021,Asia
Tajikistan,4.575,7.682,0.676,,61.96,,0.744,,0.001,,0.792,,2021,Asia
Tajikistan,4.381,7.723,0.759,,62.4,,0.784,,0.062,,0.679,,2021,Asia
Tajikistan,4.263,7.772,0.751,,62.56,,0.776,,-0.119,,0.672,,2021,Asia
Tajikistan,4.497,7.821,0.729,,62.72,,0.749,,-0.073,,0.717,,2021,Asia
Tajikistan,4.967,7.87,0.701,,62.88,,0.693,,0.063,,0.764,,2021,Asia
Tajikistan,4.896,7.911,0.81,,63.04,,0.853,,0.002,,0.698,,2021,Asia
Tajikistan,5.124,7.945,0.844,,63.2,,0.847,,0.022,,0.742,,2021,Asia
Tajikistan,5.104,7.987,0.857,,63.5,,0.703,,0.01,,0.632,,2021,Asia
Tajikistan,5.829,8.036,0.663,,63.8,,0.832,,0.124,,0.718,,2021,Asia
Tanzania,3.922,7.485,0.783,,48.7,,0.787,,-0.027,,0.649,,2021,Africa
Tanzania,4.318,7.522,0.708,,49.6,,0.716,,-0.013,,0.707,,2021,Africa
Tanzania,4.385,7.549,0.774,,50.5,,0.562,,0.256,,0.93,,2021,Africa
Tanzania,3.408,7.572,0.837,,51.4,,0.607,,0.308,,0.903,,2021,Africa
Tanzania,3.229,7.604,0.813,,52.3,,0.597,,0.139,,0.866,,2021,Africa
Tanzania,4.074,7.649,0.883,,53.04,,0.736,,-0.046,,0.816,,2021,Africa
Tanzania,4.007,7.663,0.832,,53.78,,0.577,,0.213,,0.887,,2021,Africa
Tanzania,3.852,7.699,0.803,,54.52,,0.654,,0.054,,0.859,,2021,Africa
Tanzania,3.483,7.734,0.789,,55.26,,0.654,,0.11,,0.878,,2021,Africa
Tanzania,3.661,7.764,0.79,,56.0,,0.759,,0.149,,0.906,,2021,Africa
Tanzania,2.903,7.8,0.638,,56.5,,0.775,,0.179,,0.739,,2021,Africa
Tanzania,3.347,7.836,0.705,,57.0,,0.8,,0.116,,0.654,,2021,Africa
Tanzania,3.445,7.859,0.675,,57.5,,0.807,,0.153,,0.612,,2021,Africa
Tanzania,3.64,7.886,0.687,,58.0,,0.85,,0.1,,0.589,,2021,Africa
Tanzania,3.786,7.881,0.74,,58.5,,0.83,,0.295,,0.521,,2021,Africa
Thailand,5.885,9.461,0.894,,64.14,,0.863,,0.331,,0.935,,2021,Asia
Thailand,5.784,9.508,0.889,,64.48,,0.87,,0.391,,0.898,,2021,Asia
Thailand,5.636,9.52,0.832,,64.82,,0.868,,0.425,,0.933,,2021,Asia
Thailand,5.476,9.508,0.893,,65.16,,0.868,,0.525,,0.904,,2021,Asia
Thailand,6.217,9.576,0.898,,65.5,,0.86,,0.536,,0.917,,2021,Asia
