Country,Happiness Score,GDP per Capita,Social Support,Social Support.1,Healthy Life Expectancy,Healthy Life Expectancy.1,Freedom to Make Life Choices,Freedom to Make Life Choices.1,Generosity,Generosity.1,Perceptions of Corruption,Perceptions of Corruption.1,Year,Continent
Cambodia,4.64,1.019,0.732,,0.505,,0.74,,0.166,,0.068,,2022,Asia
Benin,4.623,0.932,0.064,,0.335,,0.479,,0.127,,0.23,,2022,Africa
Comoros,4.609,0.899,0.476,,0.424,,0.185,,0.195,,0.125,,2022,Africa
Uganda,4.603,0.777,0.875,,0.418,,0.402,,0.222,,0.066,,2022,Africa
Nigeria,4.552,1.079,0.732,,0.3,,0.444,,0.175,,0.038,,2022,Africa
Kenya,4.543,1.032,0.605,,0.401,,0.44,,0.322,,0.082,,2022,Africa
Tunisia,4.516,1.35,0.596,,0.656,,0.316,,0.029,,0.029,,2022,Africa
Pakistan,4.516,1.049,0.413,,0.374,,0.448,,0.181,,0.112,,2022,Asia
Palestinian Territories,4.483,1.148,0.957,,0.521,,0.336,,0.073,,0.079,,2022,Asia
Mali,4.479,0.792,0.483,,0.311,,0.35,,0.128,,0.042,,2022,Africa
Namibia,4.459,1.292,0.877,,0.354,,0.384,,0.067,,0.071,,2022,Africa
"Eswatini, Kingdom of",4.396,1.274,0.786,,0.197,,0.259,,0.038,,0.154,,2022,Africa
Myanmar,4.394,1.038,0.829,,0.491,,0.513,,0.452,,0.194,,2022,Asia
Sri Lanka,4.362,1.415,0.934,,0.66,,0.529,,0.15,,0.079,,2022,Asia
Madagascar,4.339,0.67,0.645,,0.378,,0.202,,0.143,,0.154,,2022,Africa
Egypt,4.288,1.388,0.732,,0.548,,0.469,,0.041,,0.254,,2022,Africa
Chad,4.251,0.662,0.506,,0.225,,0.18,,0.182,,0.077,,2022,Africa
Ethiopia,4.241,0.788,0.809,,0.457,,0.472,,0.205,,0.136,,2022,Africa
Yemen,4.197,0.691,1.043,,0.384,,0.33,,0.09,,0.098,,2022,Asia
Mauritania,4.153,1.1,0.865,,0.45,,0.304,,0.088,,0.138,,2022,Africa
Jordan,4.152,1.324,0.724,,0.675,,0.476,,0.058,,0.2,,2022,Asia
Togo,4.112,0.771,0.322,,0.36,,0.292,,0.174,,0.132,,2022,Africa
India,3.777,1.167,0.376,,0.471,,0.647,,0.198,,0.123,,2022,Asia
Zambia,3.76,0.93,0.577,,0.306,,0.525,,0.203,,0.083,,2022,Africa
Malawi,3.75,0.648,0.279,,0.388,,0.477,,0.14,,0.157,,2022,Africa
Tanzania,3.702,0.848,0.597,,0.425,,0.578,,0.248,,0.27,,2022,Africa
Sierra Leone,3.574,0.686,0.416,,0.273,,0.387,,0.202,,0.055,,2022,Africa
Lesotho,3.512,0.839,0.848,,0.0,,0.419,,0.076,,0.018,,2022,Africa
Botswana,3.471,1.503,0.815,,0.28,,0.571,,0.012,,0.102,,2022,Africa
Rwanda,3.268,0.785,0.133,,0.462,,0.621,,0.187,,0.544,,2022,Africa
Zimbabwe,2.995,0.947,0.69,,0.27,,0.329,,0.106,,0.105,,2022,Africa
Lebanon,2.955,1.392,0.498,,0.631,,0.103,,0.082,,0.034,,2022,Asia
Afghanistan,2.404,0.758,0.0,,0.289,,0.0,,0.089,,0.005,,2022,Asia
Finland,7.804,1.888,0.969,1.585,71.15,0.535,0.961,0.772,-0.019,0.126,0.182,0.535,2023,Europe
Denmark,7.586,1.949,0.954,1.548,71.25,0.537,0.934,0.734,0.134,0.208,0.196,0.525,2023,Europe
Iceland,7.53,1.926,0.983,1.62,72.05,0.559,0.936,0.738,0.211,0.25,0.668,0.187,2023,Europe
Israel,7.473,1.833,0.943,1.521,72.697,0.577,0.809,0.569,-0.023,0.124,0.708,0.158,2023,Asia
Netherlands,7.403,1.942,0.93,1.488,71.55,0.545,0.887,0.672,0.213,0.251,0.379,0.394,2023,Europe
Sweden,7.395,1.921,0.939,1.51,72.15,0.562,0.948,0.754,0.165,0.225,0.202,0.52,2023,Europe
Norway,7.315,1.994,0.943,1.521,71.5,0.544,0.947,0.752,0.141,0.212,0.283,0.463,2023,Europe
Switzerland,7.24,2.022,0.92,1.463,72.9,0.582,0.891,0.678,0.027,0.151,0.266,0.475,2023,Europe
Luxembourg,7.228,2.2,0.879,1.357,71.675,0.549,0.915,0.71,0.024,0.149,0.345,0.418,2023,Europe
New Zealand,7.123,1.842,0.952,1.544,70.35,0.513,0.887,0.672,0.175,0.23,0.271,0.471,2023,Oceania
Austria,7.097,1.927,0.888,1.382,71.15,0.535,0.855,0.63,0.102,0.191,0.497,0.31,2023,Europe
Australia,7.095,1.899,0.934,1.497,71.05,0.532,0.89,0.677,0.198,0.242,0.496,0.31,2023,Oceania
Canada,6.961,1.881,0.929,1.484,71.4,0.541,0.874,0.656,0.153,0.218,0.42,0.364,2023,America
Ireland,6.911,2.152,0.905,1.425,71.3,0.539,0.874,0.656,0.092,0.186,0.358,0.409,2023,Europe
United States,6.894,1.98,0.919,1.46,65.85,0.39,0.8,0.557,0.137,0.21,0.689,0.172,2023,America
Germany,6.892,1.919,0.896,1.401,71.3,0.539,0.846,0.618,0.03,0.153,0.42,0.365,2023,Europe
Belgium,6.859,1.907,0.915,1.449,70.899,0.528,0.825,0.59,0.001,0.137,0.549,0.273,2023,Europe
Czechia,6.845,1.823,0.953,1.544,69.05,0.477,0.903,0.693,0.04,0.158,0.859,0.05,2023,Europe
United Kingdom,6.796,1.857,0.882,1.366,70.3,0.511,0.852,0.626,0.253,0.272,0.454,0.34,2023,Europe
Lithuania,6.763,1.808,0.939,1.511,67.397,0.432,0.748,0.487,-0.145,0.059,0.805,0.089,2023,Europe
France,6.661,1.856,0.909,1.433,72.3,0.566,0.819,0.582,-0.1,0.083,0.553,0.27,2023,Europe
Slovenia,6.65,1.815,0.951,1.539,71.052,0.532,0.913,0.707,0.014,0.144,0.771,0.113,2023,Europe
Costa Rica,6.609,1.587,0.872,1.34,70.0,0.503,0.895,0.683,-0.07,0.099,0.768,0.116,2023,America
Romania,6.589,1.726,0.848,1.28,67.051,0.423,0.856,0.631,-0.172,0.044,0.929,0.0,2023,Europe
Singapore,6.587,2.168,0.878,1.354,73.8,0.607,0.878,0.66,0.063,0.17,0.146,0.561,2023,Asia
United Arab Emirates,6.571,2.015,0.826,1.223,66.243,0.401,0.942,0.745,0.096,0.188,0.584,0.247,2023,Asia
Taiwan Province of China,6.535,1.89,0.884,1.372,69.6,0.492,0.804,0.562,-0.129,0.067,0.681,0.178,2023,Asia
Uruguay,6.494,1.617,0.913,1.445,67.5,0.435,0.895,0.683,-0.065,0.102,0.575,0.254,2023,America
Slovakia,6.469,1.731,0.953,1.544,68.838,0.472,0.753,0.494,-0.016,0.128,0.898,0.022,2023,Europe
Saudi Arabia,6.463,1.861,0.884,1.37,64.399,0.351,0.894,0.682,-0.081,0.093,0.691,0.17,2023,Asia
Estonia,6.455,1.798,0.946,1.526,69.65,0.494,0.929,0.728,0.032,0.153,0.409,0.372,2023,Europe
Spain,6.436,1.798,0.932,1.491,72.35,0.567,0.782,0.533,-0.066,0.101,0.711,0.157,2023,Europe
Italy,6.405,1.832,0.882,1.365,72.05,0.559,0.711,0.438,-0.074,0.097,0.842,0.063,2023,Europe
Kosovo,6.368,1.374,0.844,1.269,65.195,0.372,0.861,0.639,0.259,0.275,0.866,0.045,2023,Europe
Chile,6.334,1.645,0.889,1.384,70.3,0.511,0.792,0.546,-0.011,0.131,0.823,0.076,2023,America
Mexico,6.33,1.55,0.804,1.169,65.8,0.389,0.856,0.632,-0.094,0.086,0.768,0.115,2023,America
Malta,6.3,1.841,0.923,1.468,71.6,0.547,0.886,0.671,0.119,0.2,0.729,0.143,2023,Europe
Panama,6.265,1.714,0.896,1.402,68.95,0.475,0.855,0.63,-0.133,0.065,0.878,0.036,2023,America
Poland,6.26,1.767,0.925,1.474,69.049,0.477,0.765,0.511,-0.031,0.12,0.736,0.139,2023,Europe
Nicaragua,6.259,1.109,0.853,1.292,65.65,0.385,0.877,0.66,0.021,0.148,0.625,0.218,2023,America
Latvia,6.213,1.737,0.937,1.505,66.4,0.405,0.818,0.58,-0.056,0.107,0.83,0.071,2023,Europe
Bahrain,6.173,1.883,0.844,1.269,65.825,0.389,0.944,0.748,0.117,0.199,0.737,0.138,2023,Asia
Guatemala,6.15,1.287,0.812,1.188,62.9,0.31,0.856,0.631,-0.057,0.106,0.837,0.066,2023,America
Kazakhstan,6.144,1.664,0.931,1.491,65.802,0.389,0.853,0.628,0.0,0.136,0.721,0.149,2023,Asia
Serbia,6.144,1.552,0.873,1.343,67.088,0.424,0.845,0.617,0.204,0.246,0.816,0.081,2023,Europe
Cyprus,6.13,1.824,0.826,1.224,72.802,0.58,0.724,0.455,-0.06,0.104,0.86,0.05,2023,Asia
Japan,6.129,1.825,0.894,1.396,74.349,0.622,0.799,0.556,-0.237,0.009,0.64,0.207,2023,Asia
Croatia,6.125,1.727,0.917,1.455,68.95,0.475,0.757,0.5,-0.093,0.087,0.925,0.003,2023,Europe
Brazil,6.125,1.454,0.836,1.25,65.749,0.387,0.801,0.558,-0.009,0.131,0.738,0.137,2023,America
El Salvador,6.122,1.278,0.755,1.044,65.597,0.383,0.918,0.713,-0.108,0.079,0.62,0.222,2023,America
Hungary,6.041,1.754,0.943,1.519,67.5,0.435,0.758,0.501,-0.059,0.105,0.839,0.065,2023,Europe
Argentina,6.024,1.59,0.891,1.388,67.2,0.427,0.823,0.587,-0.089,0.088,0.814,0.082,2023,America
Honduras,6.023,1.115,0.766,1.072,64.063,0.341,0.843,0.613,0.097,0.189,0.843,0.062,2023,America
Uzbekistan,6.014,1.227,0.875,1.347,65.301,0.375,0.938,0.74,0.23,0.26,0.638,0.208,2023,Asia
Malaysia,6.012,1.665,0.799,1.155,65.662,0.385,0.877,0.659,0.16,0.222,0.758,0.122,2023,Asia
Portugal,5.968,1.758,0.878,1.356,71.25,0.537,0.902,0.693,-0.196,0.031,0.878,0.037,2023,Europe
South Korea,5.951,1.853,0.812,1.188,73.65,0.603,0.717,0.446,-0.046,0.112,0.701,0.163,2023,Asia
Greece,5.931,1.708,0.835,1.247,71.15,0.535,0.568,0.248,-0.24,0.008,0.793,0.097,2023,Europe
Mauritius,5.902,1.589,0.888,1.382,63.85,0.336,0.813,0.574,-0.028,0.121,0.775,0.11,2023,Africa
Thailand,5.843,1.515,0.874,1.344,68.45,0.461,0.85,0.624,0.289,0.291,0.91,0.013,2023,Asia
Mongolia,5.84,1.379,0.933,1.494,60.5,0.244,0.701,0.425,0.19,0.239,0.849,0.058,2023,Asia
Kyrgyzstan,5.825,1.061,0.911,1.439,66.852,0.417,0.934,0.735,0.181,0.234,0.904,0.018,2023,Asia
Moldova,5.819,1.425,0.857,1.302,65.299,0.375,0.84,0.61,-0.08,0.093,0.901,0.02,2023,Europe
China,5.818,1.51,0.836,1.249,68.689,0.468,0.882,0.666,-0.041,0.115,0.727,0.145,2023,Asia
Vietnam,5.763,1.349,0.821,1.212,65.502,0.381,0.939,0.741,-0.004,0.134,0.759,0.122,2023,Asia
Paraguay,5.738,1.428,0.906,1.427,65.9,0.392,0.891,0.678,0.021,0.148,0.843,0.062,2023,America
Montenegro,5.722,1.537,0.89,1.385,67.1,0.424,0.805,0.563,0.063,0.17,0.844,0.061,2023,Europe
Jamaica,5.703,1.305,0.867,1.329,66.6,0.411,0.822,0.587,-0.106,0.079,0.875,0.039,2023,America
Bolivia,5.684,1.24,0.811,1.187,63.599,0.329,0.868,0.648,-0.063,0.103,0.846,0.06,2023,America
Russia,5.661,1.68,0.889,1.383,64.947,0.366,0.719,0.449,-0.03,0.12,0.801,0.091,2023,Europe
Bosnia and Herzegovina,5.633,1.467,0.88,1.361,67.275,0.429,0.746,0.485,0.206,0.247,0.918,0.008,2023,Europe
Colombia,5.63,1.455,0.822,1.213,69.35,0.486,0.804,0.562,-0.104,0.08,0.834,0.068,2023,America
Dominican Republic,5.569,1.536,0.827,1.227,64.399,0.351,0.85,0.623,-0.099,0.083,0.657,0.195,2023,America
Ecuador,5.559,1.343,0.806,1.173,69.0,0.476,0.802,0.56,-0.108,0.079,0.833,0.069,2023,America
Peru,5.526,1.39,0.798,1.153,69.85,0.499,0.794,0.549,-0.119,0.073,0.892,0.027,2023,America
Philippines,5.523,1.238,0.78,1.108,62.038,0.286,0.919,0.714,-0.06,0.104,0.732,0.141,2023,Asia
Bulgaria,5.466,1.635,0.918,1.457,66.5,0.408,0.801,0.557,-0.057,0.106,0.911,0.013,2023,Europe
Nepal,5.36,0.979,0.748,1.027,61.847,0.281,0.808,0.567,0.146,0.215,0.783,0.104,2023,Asia
Armenia,5.342,1.466,0.79,1.134,67.789,0.443,0.796,0.551,-0.155,0.053,0.705,0.16,2023,Asia
Tajikistan,5.33,0.972,0.836,1.248,62.226,0.291,0.832,0.599,-0.06,0.104,0.522,0.292,2023,Asia
Algeria,5.329,1.353,0.855,1.298,66.549,0.409,0.571,0.252,-0.117,0.073,0.717,0.152,2023,Africa
Hong Kong S.A.R. of China,5.308,1.951,0.817,1.201,77.28,0.702,0.687,0.407,-0.026,0.123,0.385,0.39,2023,Asia
Albania,5.277,1.449,0.718,0.951,69.15,0.48,0.794,0.549,-0.007,0.133,0.878,0.037,2023,Europe
Indonesia,5.277,1.384,0.804,1.169,63.048,0.314,0.88,0.663,0.531,0.422,0.876,0.038,2023,Asia
South Africa,5.275,1.417,0.907,1.428,56.989,0.149,0.73,0.464,-0.087,0.09,0.902,0.019,2023,Africa
Congo (Brazzaville),5.267,0.921,0.605,0.665,56.85,0.145,0.73,0.464,-0.004,0.134,0.739,0.136,2023,Africa
North Macedonia,5.254,1.498,0.805,1.171,66.5,0.408,0.769,0.515,0.131,0.207,0.902,0.02,2023,Europe
Venezuela,5.211,0.0,0.839,1.257,64.05,0.341,0.659,0.369,0.128,0.205,0.811,0.084,2023,America
Laos,5.111,1.232,0.679,0.853,60.946,0.257,0.919,0.715,0.091,0.185,0.703,0.162,2023,Asia
Georgia,5.109,1.477,0.716,0.947,64.95,0.366,0.786,0.539,-0.254,0.0,0.649,0.201,2023,Asia
Guinea,5.072,0.844,0.649,0.776,54.185,0.072,0.659,0.369,0.125,0.204,0.787,0.102,2023,Africa
Ukraine,5.071,1.358,0.878,1.354,64.55,0.355,0.795,0.551,0.24,0.265,0.907,0.016,2023,Europe
Ivory Coast,5.053,1.094,0.572,0.584,55.953,0.12,0.733,0.467,0.003,0.138,0.746,0.131,2023,Africa
Gabon,5.035,1.438,0.746,1.021,58.252,0.183,0.642,0.346,-0.187,0.036,0.786,0.102,2023,Africa
Nigeria,4.981,1.065,0.74,1.007,54.891,0.092,0.718,0.448,0.073,0.176,0.911,0.013,2023,Africa
Cameroon,4.973,0.965,0.686,0.871,55.847,0.118,0.686,0.405,0.015,0.144,0.846,0.059,2023,Africa
Mozambique,4.954,0.57,0.692,0.885,51.53,0.0,0.851,0.625,0.047,0.161,0.66,0.192,2023,Africa
Iraq,4.941,1.281,0.718,0.953,63.415,0.324,0.646,0.351,-0.005,0.134,0.876,0.038,2023,Asia
Morocco,4.903,1.236,0.553,0.535,63.901,0.337,0.787,0.54,-0.231,0.013,0.811,0.085,2023,Africa
Iran,4.876,1.465,0.778,1.102,66.6,0.411,0.593,0.281,0.173,0.229,0.747,0.13,2023,Asia
Senegal,4.855,0.943,0.629,0.727,59.999,0.231,0.772,0.519,0.011,0.142,0.846,0.06,2023,Africa
Mauritania,4.724,1.099,0.644,0.764,60.475,0.244,0.622,0.32,-0.013,0.13,0.657,0.195,2023,Africa
Burkina Faso,4.638,0.768,0.663,0.814,55.461,0.107,0.696,0.419,0.095,0.188,0.771,0.113,2023,Africa
Namibia,4.631,1.289,0.787,1.126,56.851,0.145,0.669,0.383,-0.126,0.069,0.83,0.071,2023,Africa
Turkiye,4.614,1.714,0.796,1.148,68.663,0.467,0.475,0.125,-0.077,0.095,0.795,0.096,2023,Asia
Ghana,4.605,1.101,0.641,0.756,58.763,0.197,0.777,0.526,0.139,0.211,0.881,0.035,2023,Africa
Pakistan,4.555,1.081,0.601,0.657,57.313,0.158,0.766,0.511,0.008,0.141,0.787,0.102,2023,Asia
Niger,4.501,0.561,0.59,0.628,56.55,0.137,0.788,0.54,0.032,0.154,0.734,0.14,2023,Africa
Tunisia,4.497,1.333,0.73,0.981,67.0,0.422,0.576,0.259,-0.213,0.022,0.907,0.016,2023,Africa
Kenya,4.487,1.051,0.69,0.881,58.499,0.19,0.696,0.418,0.288,0.291,0.852,0.055,2023,Africa
Sri Lanka,4.442,1.422,0.826,1.224,67.15,0.426,0.787,0.539,-0.03,0.12,0.808,0.086,2023,Asia
Uganda,4.432,0.785,0.794,1.144,58.913,0.201,0.701,0.425,0.114,0.197,0.857,0.051,2023,Africa
Chad,4.397,0.622,0.722,0.962,53.125,0.043,0.677,0.393,0.221,0.255,0.807,0.088,2023,Africa
Cambodia,4.393,1.025,0.747,1.024,61.9,0.283,0.958,0.768,0.073,0.176,0.857,0.051,2023,Asia
Benin,4.374,0.924,0.437,0.242,56.095,0.124,0.743,0.481,-0.043,0.114,0.576,0.253,2023,Africa
Myanmar,4.372,1.032,0.787,1.125,61.388,0.269,0.727,0.46,0.491,0.4,0.658,0.194,2023,Asia
Bangladesh,4.282,1.133,0.544,0.513,64.548,0.355,0.845,0.617,0.005,0.139,0.698,0.165,2023,Asia
Gambia,4.279,0.761,0.584,0.614,57.9,0.174,0.596,0.286,0.364,0.332,0.883,0.033,2023,Africa
Mali,4.198,0.763,0.593,0.637,55.403,0.106,0.713,0.441,-0.028,0.121,0.846,0.059,2023,Africa
Egypt,4.17,1.377,0.726,0.972,63.503,0.326,0.732,0.467,-0.183,0.038,0.58,0.25,2023,Africa
Togo,4.137,0.77,0.595,0.642,57.449,0.161,0.657,0.367,0.024,0.149,0.74,0.136,2023,Africa
Jordan,4.12,1.292,0.729,0.98,67.6,0.438,0.77,0.517,-0.15,0.056,0.687,0.173,2023,Asia
Ethiopia,4.091,0.793,0.782,1.114,60.698,0.25,0.72,0.451,0.273,0.283,0.789,0.101,2023,Africa
Liberia,4.042,0.628,0.596,0.644,56.7,0.141,0.735,0.471,0.154,0.219,0.83,0.071,2023,Africa
India,4.036,1.159,0.608,0.674,60.777,0.252,0.897,0.685,0.072,0.175,0.774,0.111,2023,Asia
Madagascar,4.019,0.632,0.65,0.779,58.05,0.178,0.522,0.187,0.075,0.177,0.742,0.134,2023,Africa
Zambia,3.982,0.914,0.694,0.89,55.032,0.095,0.791,0.545,0.098,0.189,0.818,0.08,2023,Africa
Tanzania,3.694,0.836,0.653,0.787,59.401,0.214,0.838,0.607,0.182,0.234,0.554,0.269,2023,Africa
Comoros,3.545,0.914,0.471,0.327,59.425,0.215,0.47,0.117,-0.014,0.129,0.727,0.145,2023,Africa
Malawi,3.495,0.637,0.531,0.479,58.475,0.189,0.75,0.49,0.005,0.139,0.749,0.129,2023,Africa
Botswana,3.435,1.471,0.753,1.041,54.725,0.087,0.742,0.48,-0.215,0.021,0.83,0.071,2023,Africa
Congo (Kinshasa),3.207,0.531,0.652,0.784,55.375,0.105,0.664,0.375,0.086,0.183,0.834,0.068,2023,Africa
Zimbabwe,3.204,0.758,0.69,0.881,54.05,0.069,0.654,0.363,-0.046,0.112,0.766,0.117,2023,Africa
Sierra Leone,3.138,0.67,0.555,0.54,54.9,0.092,0.66,0.371,0.105,0.193,0.858,0.051,2023,Africa
Lebanon,2.392,1.417,0.53,0.476,66.149,0.398,0.474,0.123,-0.141,0.061,0.891,0.027,2023,Asia
Afghanistan,1.859,0.645,0.341,0.0,54.712,0.087,0.382,0.0,-0.081,0.093,0.847,0.059,2023,Asia
Finland,7.741,1.844,1.572,,0.695,,0.859,,0.142,,0.546,,2024,Europe
Denmark,7.583,1.908,1.52,,0.699,,0.823,,0.204,,0.548,,2024,Europe
Iceland,7.525,1.881,1.617,,0.718,,0.819,,0.258,,0.182,,2024,Europe
Sweden,7.344,1.878,1.501,,0.724,,0.838,,0.221,,0.524,,2024,Europe
Israel,7.341,1.803,1.513,,0.74,,0.641,,0.153,,0.193,,2024,Asia
Netherlands,7.319,1.901,1.462,,0.706,,0.725,,0.247,,0.372,,2024,Europe
Norway,7.302,1.952,1.517,,0.704,,0.835,,0.224,,0.484,,2024,Europe
Luxembourg,7.122,2.141,1.355,,0.708,,0.801,,0.146,,0.432,,2024,Europe
Switzerland,7.06,1.97,1.425,,0.747,,0.759,,0.173,,0.498,,2024,Europe
Australia,7.057,1.854,1.461,,0.692,,0.756,,0.225,,0.323,,2024,Oceania
New Zealand,7.029,1.81,1.527,,0.673,,0.746,,0.226,,0.48,,2024,Oceania
Costa Rica,6.955,1.561,1.373,,0.661,,0.797,,0.109,,0.123,,2024,America
Kuwait,6.951,1.845,1.364,,0.661,,0.827,,0.2,,0.172,,2024,Asia
Austria,6.905,1.885,1.336,,0.696,,0.703,,0.214,,0.305,,2024,Europe
Canada,6.9,1.84,1.459,,0.701,,0.73,,0.23,,0.368,,2024,America
Belgium,6.894,1.868,1.44,,0.69,,0.729,,0.17,,0.311,,2024,Europe
Ireland,6.838,2.129,1.39,,0.7,,0.758,,0.205,,0.418,,2024,Europe
Czechia,6.822,1.783,1.511,,0.638,,0.787,,0.177,,0.068,,2024,Europe
Lithuania,6.818,1.766,1.454,,0.598,,0.533,,0.044,,0.116,,2024,Europe
United Kingdom,6.749,1.822,1.326,,0.672,,0.713,,0.267,,0.351,,2024,Europe
Slovenia,6.743,1.786,1.502,,0.695,,0.789,,0.157,,0.131,,2024,Europe
United Arab Emirates,6.733,1.983,1.164,,0.563,,0.815,,0.209,,0.258,,2024,Asia
United States,6.725,1.939,1.392,,0.542,,0.586,,0.223,,0.169,,2024,America
Germany,6.719,1.871,1.39,,0.702,,0.7,,0.174,,0.368,,2024,Europe
Mexico,6.678,1.521,1.241,,0.544,,0.722,,0.086,,0.127,,2024,America
Uruguay,6.611,1.596,1.431,,0.592,,0.775,,0.106,,0.22,,2024,America
France,6.609,1.818,1.348,,0.727,,0.65,,0.112,,0.281,,2024,Europe
Saudi Arabia,6.594,1.842,1.361,,0.511,,0.787,,0.114,,0.188,,2024,Asia
Kosovo,6.561,1.364,1.277,,0.599,,0.739,,0.254,,0.073,,2024,Europe
Singapore,6.523,2.118,1.361,,0.769,,0.743,,0.168,,0.575,,2024,Asia
Taiwan Province of China,6.503,1.842,1.346,,0.65,,0.649,,0.068,,0.202,,2024,Asia
Romania,6.491,1.699,1.236,,0.583,,0.717,,0.041,,0.006,,2024,Europe
El Salvador,6.469,1.265,1.08,,0.549,,0.816,,0.083,,0.253,,2024,America
Estonia,6.448,1.752,1.527,,0.657,,0.805,,0.166,,0.401,,2024,Europe
Poland,6.442,1.738,1.417,,0.639,,0.6,,0.081,,0.175,,2024,Europe
Spain,6.421,1.766,1.471,,0.729,,0.619,,0.119,,0.177,,2024,Europe
Serbia,6.411,1.538,1.391,,0.585,,0.663,,0.2,,0.101,,2024,Europe
Chile,6.36,1.616,1.369,,0.673,,0.651,,0.117,,0.075,,2024,America
Panama,6.358,1.702,1.392,,0.633,,0.72,,0.063,,0.043,,2024,America
Malta,6.346,1.827,1.444,,0.707,,0.727,,0.25,,0.125,,2024,Europe
Italy,6.324,1.8,1.328,,0.72,,0.513,,0.112,,0.074,,2024,Europe
Guatemala,6.287,1.26,1.169,,0.467,,0.735,,0.105,,0.078,,2024,America
Nicaragua,6.284,1.097,1.263,,0.542,,0.793,,0.133,,0.251,,2024,America
Brazil,6.272,1.43,1.269,,0.548,,0.685,,0.13,,0.142,,2024,America
Slovakia,6.257,1.706,1.54,,0.638,,0.566,,0.096,,0.058,,2024,Europe
Latvia,6.234,1.7,1.508,,0.564,,0.666,,0.127,,0.078,,2024,Europe
Uzbekistan,6.195,1.212,1.394,,0.539,,0.835,,0.251,,0.215,,2024,Asia
Argentina,6.188,1.562,1.381,,0.585,,0.681,,0.087,,0.08,,2024,America
Kazakhstan,6.188,1.622,1.457,,0.556,,0.733,,0.149,,0.12,,2024,Asia
Cyprus,6.068,1.794,1.217,,0.744,,0.529,,0.124,,0.049,,2024,Asia
Japan,6.06,1.786,1.354,,0.785,,0.632,,0.023,,0.219,,2024,Asia
South Korea,6.058,1.815,1.178,,0.77,,0.555,,0.126,,0.158,,2024,Asia
Philippines,6.048,1.232,1.146,,0.441,,0.826,,0.099,,0.136,,2024,Asia
Vietnam,6.043,1.331,1.267,,0.539,,0.843,,0.094,,0.16,,2024,Asia
Portugal,6.03,1.728,1.368,,0.699,,0.757,,0.047,,0.035,,2024,Europe
Hungary,6.017,1.722,1.528,,0.596,,0.581,,0.123,,0.067,,2024,Europe
Paraguay,5.977,1.398,1.408,,0.549,,0.788,,0.131,,0.065,,2024,America
Thailand,5.976,1.484,1.347,,0.62,,0.756,,0.283,,0.024,,2024,Asia
Malaysia,5.975,1.646,1.143,,0.54,,0.829,,0.226,,0.119,,2024,Asia
China,5.973,1.497,1.239,,0.629,,0.704,,0.132,,0.164,,2024,Asia
Honduras,5.968,1.091,1.035,,0.502,,0.72,,0.175,,0.081,,2024,America
Croatia,5.942,1.71,1.445,,0.637,,0.469,,0.064,,0.043,,2024,Europe
Greece,5.934,1.684,1.276,,0.696,,0.337,,0.018,,0.093,,2024,Europe
Bosnia and Herzegovina,5.877,1.465,1.318,,0.587,,0.621,,0.246,,0.0,,2024,Europe
Libya,5.866,1.526,1.1,,0.55,,0.592,,0.111,,0.204,,2024,Africa
Jamaica,5.842,1.28,1.324,,0.567,,0.647,,0.089,,0.028,,2024,America
Peru,5.841,1.371,1.18,,0.662,,0.615,,0.078,,0.029,,2024,America
Dominican Republic,5.823,1.517,1.272,,0.511,,0.73,,0.086,,0.196,,2024,America
Mauritius,5.816,1.57,1.358,,0.49,,0.641,,0.123,,0.118,,2024,Africa
Moldova,5.816,1.385,1.277,,0.542,,0.695,,0.077,,0.044,,2024,Europe
Russia,5.785,1.642,1.351,,0.531,,0.551,,0.138,,0.121,,2024,Europe
Bolivia,5.784,1.217,1.179,,0.488,,0.719,,0.1,,0.061,,2024,America
Ecuador,5.725,1.315,1.151,,0.64,,0.606,,0.087,,0.078,,2024,America
Kyrgyzstan,5.714,1.054,1.477,,0.588,,0.834,,0.225,,0.03,,2024,Asia
Montenegro,5.707,1.571,1.318,,0.587,,0.632,,0.11,,0.132,,2024,Europe
Mongolia,5.696,1.353,1.511,,0.4,,0.501,,0.237,,0.055,,2024,Asia
Colombia,5.695,1.437,1.241,,0.648,,0.644,,0.072,,0.059,,2024,America
Venezuela,5.607,0.0,1.321,,0.491,,0.518,,0.192,,0.086,,2024,America
Indonesia,5.568,1.361,1.184,,0.472,,0.779,,0.399,,0.055,,2024,Asia
Bulgaria,5.463,1.629,1.469,,0.567,,0.62,,0.083,,0.006,,2024,Europe
Armenia,5.455,1.444,1.154,,0.603,,0.65,,0.051,,0.173,,2024,Asia
South Africa,5.422,1.389,1.369,,0.322,,0.537,,0.078,,0.034,,2024,Africa
North Macedonia,5.369,1.475,1.277,,0.569,,0.58,,0.194,,0.015,,2024,Europe
Algeria,5.364,1.324,1.191,,0.568,,0.247,,0.091,,0.2,,2024,Africa
Hong Kong S.A.R. of China,5.316,1.909,1.184,,0.857,,0.485,,0.147,,0.402,,2024,Asia
Albania,5.304,1.438,0.924,,0.638,,0.69,,0.138,,0.049,,2024,Europe
Congo (Brazzaville),5.221,0.892,0.622,,0.306,,0.523,,0.124,,0.138,,2024,Africa
Mozambique,5.216,0.56,0.883,,0.156,,0.728,,0.158,,0.196,,2024,Africa
Georgia,5.185,1.467,0.99,,0.524,,0.68,,0.0,,0.174,,2024,Asia
Iraq,5.166,1.249,0.996,,0.498,,0.425,,0.141,,0.048,,2024,Asia
